"COUNTRY_CODE","HEMISPHERE","ISO_WEEK","ISO_YEAR","flu_year","AH1N12009","AH1","AH3","AH5","AH7N9","BVIC_2DEL","BVIC_3DEL","BVIC_NODEL","BVIC_DELUNK","BYAM","vaccine_H1N1","vaccine_H3N2","vaccine_B_trivalent"
"GTM","NH",15,2023,"2023-2024",5,0,4,NA,NA,0,0,3,3,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"NPL","NH",38,2020,"2020",0,NA,0,0,0,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CRI","NH",18,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"GEO","NH",26,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"KHM","NH",50,2016,"2016-2017",0,0,4,0,NA,NA,NA,1,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"TKM","NH",48,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CHE","NH",10,2020,"2020-2021",8,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"DMA","NH",10,2019,"2019-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ECU","SH",18,2022,"2022-2023",0,0,5,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"RUS","NH",6,2007,"2007-2008",NA,10,8,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"CIV","NH",27,2020,"2020",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"COL","NH",32,2016,"2016-2017",10,NA,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ISR","NH",18,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"KAZ","NH",20,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CRI","NH",22,2022,"2022-2023",0,0,9,NA,NA,NA,NA,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"ISL","NH",4,2008,"2008-2009",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"MEX","NH",30,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"QAT","NH",2,2018,"2018-2019",87,NA,28,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MDG","SH",37,2022,"2022-2023",0,NA,0,0,0,NA,NA,6,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"MYS","NH",46,2006,"2006-2007",0,0,0,0,NA,NA,NA,0,NA,0,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"TUN","NH",37,2022,"2022-2023",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"LBN","NH",24,2018,"2018-2019",0,0,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"SUR","NH",51,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"NOR","NH",50,2002,"2002-2003",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"PHL","NH",48,2019,"2019-2020",7,0,14,0,0,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"X12","NH",1,2020,"2020-2021",31,0,177,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"AZE","NH",24,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BRA","SH",36,2004,"2004-2005",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Hong Kong/330/2001"
"CIV","NH",40,2012,"2012",1,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"LVA","NH",13,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"MLI","NH",39,2010,"2010-2011",4,0,3,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MTQ","NH",10,2016,"2016-2017",2,0,NA,0,NA,NA,NA,5,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"NER","NH",48,2013,"2013-2014",0,0,1,0,0,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"CHL","SH",43,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"NER","NH",47,2023,"2023-2024",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"X10","NH",4,2018,"2018-2019",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ZMB","SH",4,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"CUB","NH",23,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"ECU","SH",14,2012,"2012-2013",0,0,4,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"BLR","NH",42,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"EST","NH",16,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"EST","NH",47,2022,"2022-2023",0,NA,10,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"GLP","NH",2,2009,"2009-2010",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"JAM","NH",47,1999,"1999-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYS","NH",45,2011,"2011-2012",0,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"POL","NH",47,2009,"2009-2010",226,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"URY","SH",34,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CHL","SH",8,2004,"2004-2005",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Hong Kong/330/2001"
"FRA","NH",31,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"LAO","NH",42,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"TGO","NH",41,2023,"2023-2024",4,NA,9,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CHL","SH",32,2014,"2014-2015",0,0,41,NA,NA,NA,NA,0,NA,9,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"DNK","NH",9,2004,"2004-2005",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Shanghai/361/2002"
"KGZ","NH",36,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"COD","SH",39,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"KEN","NH",7,2021,"2021",0,NA,9,0,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"JOR","NH",14,2022,"2022-2023",0,NA,2,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"MAR","NH",46,2018,"2018-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"NOR","NH",30,2006,"2006-2007",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"CHN","NH",23,2023,"2023-2024",38,NA,57,NA,NA,NA,NA,5,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ESP","NH",13,2011,"2011-2012",1,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"GHA","NH",39,2017,"2017",5,NA,10,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"JPN","NH",45,2000,"2000-2001",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"SVK","NH",24,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"AZE","NH",36,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"FIN","NH",2,2015,"2015-2016",0,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"KEN","NH",30,2008,"2008",NA,3,7,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"PHL","NH",37,2009,"2009-2010",5,NA,NA,NA,NA,NA,NA,NA,NA,5,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"ROU","NH",47,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ZAF","SH",27,2019,"2019-2020",0,0,34,0,0,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"GRC","NH",15,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,4,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"CIV","NH",42,2017,"2017",9,NA,11,0,NA,NA,NA,2,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"RUS","NH",3,2013,"2013-2014",197,0,147,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"X09","NH",32,2005,"2005-2006",NA,0,0,NA,NA,NA,NA,0,NA,0,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"KNA","NH",8,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"PER","SH",15,2021,"2021-2022",0,NA,0,NA,NA,0,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"KGZ","NH",33,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"MDV","NH",48,2020,"2020-2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"AUS","SH",52,2017,"2017-2018",1,NA,13,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GEO","NH",32,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"CHE","NH",41,1996,"1996-1997",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOR","NH",8,2015,"2015-2016",3,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"NOR","NH",37,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,1,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"UKR","NH",47,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"IRQ","NH",40,2018,"2018-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MUS","SH",26,2016,"2016-2017",0,0,0,0,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"NLD","NH",22,2009,"2009-2010",1,0,0,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"QAT","NH",27,2022,"2022-2023",2,NA,17,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"BEL","NH",47,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CHE","NH",41,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"PAN","NH",8,2023,"2023-2024",2,0,0,NA,NA,0,0,1,1,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"LVA","NH",45,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"AZE","NH",8,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CAN","NH",13,2022,"2022-2023",1,NA,47,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"GHA","NH",52,2020,"2020",1,NA,3,0,0,NA,NA,3,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"KOR","NH",43,2023,"2023-2024",98,NA,21,NA,NA,NA,NA,2,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"NLD","NH",52,2021,"2021-2022",6,0,19,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"USA","NH",43,2000,"2000-2001",NA,10,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"CMR","NH",18,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"CUB","NH",41,2011,"2011-2012",0,0,2,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"GRD","NH",3,2023,"2023-2024",0,0,0,NA,NA,NA,NA,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"LIE","NH",14,2024,"2024-2025",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"NPL","NH",18,2020,"2020",0,NA,0,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"NOR","NH",6,2024,"2024-2025",59,NA,50,0,NA,NA,NA,45,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"BFA","NH",6,2018,"2018-2019",14,NA,1,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"X09","NH",42,2017,"2017-2018",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CUB","NH",1,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"MUS","SH",38,2018,"2018-2019",0,NA,2,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"VCT","NH",30,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"POL","NH",8,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"KGZ","NH",3,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SLV","NH",42,2022,"2022-2023",0,NA,1,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"QAT","NH",19,2016,"2016-2017",1,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"YEM","NH",51,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ABW","NH",20,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"MEX","NH",50,2023,"2023-2024",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"IRQ","NH",32,2022,"2022-2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"PER","SH",16,2022,"2022-2023",0,0,30,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"LVA","NH",18,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"NLD","NH",5,2024,"2024-2025",29,NA,12,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"SLE","NH",17,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"TZA","SH",23,2021,"2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CYP","NH",51,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"DEU","NH",9,2017,"2017-2018",1,0,60,NA,NA,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"GEO","NH",53,2015,"2015-2016",4,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"KGZ","NH",47,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"PHL","NH",23,2023,"2023-2024",30,0,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"THA","NH",4,2016,"2016-2017",1,0,1,0,0,NA,NA,5,NA,3,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"TUR","NH",45,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"XKX","NH",14,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"KWT","NH",10,2019,"2019-2020",31,NA,14,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"MDG","SH",6,2015,"2015-2016",0,0,7,0,NA,NA,NA,0,NA,5,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"TKM","NH",40,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"SEN","NH",38,2004,"2004",NA,0,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Shanghai/361/2002"
"USA","NH",3,2019,"2019-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"COL","NH",36,2005,"2005-2006",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"GEO","NH",47,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"NGA","NH",52,2019,"2019",0,NA,0,0,0,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"NPL","NH",15,2015,"2015",70,NA,2,NA,NA,NA,NA,0,NA,6,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"ZAF","SH",26,2014,"2014-2015",2,0,65,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"ZMB","SH",48,2016,"2016-2017",0,NA,0,0,0,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"NPL","NH",10,2020,"2020",9,NA,7,0,0,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"MEX","NH",52,2022,"2022-2023",4,0,36,NA,NA,NA,NA,1,1,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"MLI","NH",40,2019,"2019-2020",9,NA,6,0,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"POL","NH",45,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ESP","NH",15,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CRI","NH",50,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"MDA","NH",12,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"ISL","NH",42,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"AZE","NH",11,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"BEL","NH",9,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"COD","SH",36,2017,"2017-2018",0,NA,0,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CRI","NH",4,2009,"2009-2010",NA,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"IND","NH",11,2022,"2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"ECU","SH",11,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"EST","NH",6,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,1,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"LBN","NH",14,2021,"2021-2022",0,0,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SRB","NH",30,2018,"2018-2019",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MTQ","NH",13,2009,"2009-2010",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"FRA","NH",23,2023,"2023-2024",2,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ISL","NH",16,2022,"2022-2023",0,0,46,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
